MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^P19551^Jan  1 1900 12:00AM^TETERBORO^86003^L^399.02
QTE^P19552^Jan  1 1900 12:00AM^TETERBORO^G0431^L^708.12
QTE^P19553^Jan  1 1900 12:00AM^TETERBORO^81401^L^4135.39
QTE^P19554^Jan  1 1900 12:00AM^TETERBORO^80061^L^547.42
QTE^P19555^Jan  1 1900 12:00AM^TETERBORO^80061^L^811.34
QTE^P19556^Jan  1 1900 12:00AM^TETERBORO^84702^B^1234.20
QTE^P19557^Jan  1 1900 12:00AM^TETERBORO^86003^L^279.66
QTE^P19558^Jan  1 1900 12:00AM^TETERBORO^86003^L^559.31
QTE^P19559^Jan  1 1900 12:00AM^TETERBORO^82306^L^982.68
QTE^P19561^Jan  1 1900 12:00AM^TETERBORO^80061^L^756.29
QTE^P19562^Jan  1 1900 12:00AM^TETERBORO^86689^B^512.32
QTE^P19563^Jan  1 1900 12:00AM^TETERBORO^87491^L^639.46
QTE^P19564^Jan  1 1900 12:00AM^TETERBORO^80061^L^325.90
QTE^P19565^Jan  1 1900 12:00AM^TETERBORO^82306^L^681.78
QTE^P19568^Jan  1 1900 12:00AM^TETERBORO^86003^L^1917.80
QTE^P19569^Jan  1 1900 12:00AM^TETERBORO^86648^N^2079.64
QTE^P19570^Jan  1 1900 12:00AM^TETERBORO^82306^L^1643.16
QTE^P19572^Jan  1 1900 12:00AM^TETERBORO^80061^L^455.90
QTE^P19573^Jan  1 1900 12:00AM^TETERBORO^80061^L^693.12
QTE^P19574^Jan  1 1900 12:00AM^TETERBORO^81401^L^6675.41
QTE^P19575^Jan  1 1900 12:00AM^TETERBORO^80061^L^1520.59
QTE^P19576^Jan  1 1900 12:00AM^TETERBORO^80061^L^1526.74
QTE^P19578^Jan  1 1900 12:00AM^TETERBORO^81401^L^2897.18
QTE^P19580^Jan  1 1900 12:00AM^TETERBORO^80074^L^1785.63
QTE^P19581^Jan  1 1900 12:00AM^TETERBORO^81401^L^6428.53
QTE^P19582^Jan  1 1900 12:00AM^TETERBORO^86003^L^295.77
QTE^P19583^Jan  1 1900 12:00AM^TETERBORO^82947^L^2486.42
QTE^P19584^Jan  1 1900 12:00AM^TETERBORO^82306^L^2512.83
QTE^P19585^Jan  1 1900 12:00AM^TETERBORO^80061^L^2573.59
QTE^P19589^Jan  1 1900 12:00AM^TETERBORO^82465^L^915.04
QTE^P19590^Jan  1 1900 12:00AM^TETERBORO^82947^L^1899.18
QTE^P19592^Jan  1 1900 12:00AM^TETERBORO^81401^L^3539.94
QTE^P19593^Jan  1 1900 12:00AM^TETERBORO^82947^L^151.57
QTE^P19594^Jan  1 1900 12:00AM^TETERBORO^80061^L^294.85
QTE^P19597^Jan  1 1900 12:00AM^TETERBORO^80061^L^893.67
QTE^P19598^Jan  1 1900 12:00AM^TETERBORO^82728^L^388.48
QTE^P19599^Jan  1 1900 12:00AM^TETERBORO^80061^L^1199.57
QTE^P19600^Jan  1 1900 12:00AM^TETERBORO^80061^L^459.58
QTE^P19601^Jan  1 1900 12:00AM^TETERBORO^80061^L^1199.57
QTE^P19605^Jan  1 1900 12:00AM^TETERBORO^81401^L^6431.00
QTE^P19607^Jan  1 1900 12:00AM^TETERBORO^86003^L^931.66
QTE^P19608^Jan  1 1900 12:00AM^TETERBORO^86003^L^1132.58
QTE^P19609^Jan  1 1900 12:00AM^TETERBORO^86003^L^339.52
QTE^P19611^Jan  1 1900 12:00AM^TETERBORO^81401^L^9170.87
QTE^P19612^Jan  1 1900 12:00AM^TETERBORO^85610^L^3918.88
QTE^P19613^Jan  1 1900 12:00AM^TETERBORO^85025^L^636.80
QTE^P19614^Jan  1 1900 12:00AM^TETERBORO^84702^B^1609.68
QTE^P19615^Jan  1 1900 12:00AM^TETERBORO^80061^L^1000.10
QTE^P19616^Jan  1 1900 12:00AM^TETERBORO^84153^L^2237.87
QTE^P19617^Jan  1 1900 12:00AM^TETERBORO^86003^L^751.25
QTE^P19618^Jan  1 1900 12:00AM^TETERBORO^81401^L^6255.35
QTE^P19621^Jan  1 1900 12:00AM^TETERBORO^85025^L^799.04
QTE^P19622^Jan  1 1900 12:00AM^TETERBORO^86003^L^119.85
QTE^P19623^Jan  1 1900 12:00AM^TETERBORO^86003^L^587.03
QTE^P19624^Jan  1 1900 12:00AM^TETERBORO^86003^L^332.42
QTE^P19625^Jan  1 1900 12:00AM^TETERBORO^86003^L^571.07
QTE^P19629^Jan  1 1900 12:00AM^TETERBORO^86003^L^469.66
QTE^P19631^Jan  1 1900 12:00AM^TETERBORO^80061^L^1228.41
QTE^P19632^Jan  1 1900 12:00AM^TETERBORO^80061^L^845.43
QTE^P19633^Jan  1 1900 12:00AM^TETERBORO^80061^L^246.80
QTE^P19634^Jan  1 1900 12:00AM^TETERBORO^80061^L^3315.35
QTE^P19635^Jan  1 1900 12:00AM^TETERBORO^81401^L^3633.88
QTE^P19637^Jan  1 1900 12:00AM^TETERBORO^80061^L^100.96
QTE^P19638^Jan  1 1900 12:00AM^TETERBORO^85027^L^280.58
QTE^P19639^Jan  1 1900 12:00AM^TETERBORO^84443^L^2158.34
QTE^P19642^Jan  1 1900 12:00AM^TETERBORO^84439^L^568.52
QTE^P19646^Jan  1 1900 12:00AM^TETERBORO^86648^N^1243.31
QTE^P19647^Jan  1 1900 12:00AM^TETERBORO^82947^L^1931.06
QTE^P19648^Jan  1 1900 12:00AM^TETERBORO^84436^L^1312.23
QTE^P19650^Jan  1 1900 12:00AM^TETERBORO^82947^L^139.76
QTE^P19651^Jan  1 1900 12:00AM^TETERBORO^80061^L^1094.49
QTE^P19652^Jan  1 1900 12:00AM^TETERBORO^80061^L^1237.53
QTE^P19653^Jan  1 1900 12:00AM^TETERBORO^85027^L^208.21
QTE^P19654^Jan  1 1900 12:00AM^TETERBORO^82947^L^1009.42
QTE^P19656^Jan  1 1900 12:00AM^TETERBORO^84439^L^1672.95
QTE^P19659^Jan  1 1900 12:00AM^TETERBORO^81401^L^7981.80
QTE^P19660^Jan  1 1900 12:00AM^TETERBORO^82947^L^1942.64
QTE^P19662^Jan  1 1900 12:00AM^TETERBORO^84702^B^1374.86
QTE^P19663^Jan  1 1900 12:00AM^TETERBORO^83540^L^1213.70
QTE^P19664^Jan  1 1900 12:00AM^TETERBORO^84436^L^1593.73
QTE^P19665^Jan  1 1900 12:00AM^TETERBORO^85025^L^780.22
QTE^P19666^Jan  1 1900 12:00AM^TETERBORO^80061^L^4025.77
QTE^P19668^Jan  1 1900 12:00AM^TETERBORO^86003^L^1608.19
QTE^P19671^Jan  1 1900 12:00AM^TETERBORO^82465^L^153.74
QTE^P19672^Jan  1 1900 12:00AM^TETERBORO^80074^L^1890.60
QTE^P19674^Jan  1 1900 12:00AM^TETERBORO^85025^L^941.30
QTE^P19675^Jan  1 1900 12:00AM^TETERBORO^80061^L^4755.71
QTE^P19676^Jan  1 1900 12:00AM^TETERBORO^83090^F^1273.09
QTE^P19677^Jan  1 1900 12:00AM^TETERBORO^82947^L^47.84
QTE^P19678^Jan  1 1900 12:00AM^TETERBORO^82728^L^312.15
QTE^P19680^Jan  1 1900 12:00AM^TETERBORO^82523^L^561.29
QTE^P19681^Jan  1 1900 12:00AM^TETERBORO^82523^L^858.15
QTE^P19682^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1529.05
QTE^P19683^Jan  1 1900 12:00AM^TETERBORO^80061^L^777.08
QTE^P19684^Jan  1 1900 12:00AM^TETERBORO^81401^L^3112.06
QTE^P19685^Jan  1 1900 12:00AM^TETERBORO^81401^L^6497.64
QTE^P19686^Jan  1 1900 12:00AM^TETERBORO^84443^L^1603.07
QTE^P19688^Jan  1 1900 12:00AM^TETERBORO^87491^L^1147.18
QTE^P19689^Jan  1 1900 12:00AM^TETERBORO^80061^L^1709.98
QTE^P19690^Jan  1 1900 12:00AM^TETERBORO^84439^L^1328.57
QTE^P19691^Jan  1 1900 12:00AM^TETERBORO^80061^L^2033.51
QTE^P19692^Jan  1 1900 12:00AM^TETERBORO^84439^L^1024.02
QTE^P19693^Jan  1 1900 12:00AM^TETERBORO^81401^L^3464.32
QTE^P19694^Jan  1 1900 12:00AM^TETERBORO^82728^L^243.43
QTE^P19695^Jan  1 1900 12:00AM^TETERBORO^82306^L^1331.15
QTE^P19696^Jan  1 1900 12:00AM^TETERBORO^82306^L^1118.40
QTE^P19697^Jan  1 1900 12:00AM^TETERBORO^G0434^L^245.42
QTE^P19698^Jan  1 1900 12:00AM^TETERBORO^82306^L^963.84
QTE^P19699^Jan  1 1900 12:00AM^TETERBORO^84443^L^1013.81
QTE^P197^Jan  1 1900 12:00AM^TETERBORO^80061^L^643.21
QTE^P1970^Jan  1 1900 12:00AM^TETERBORO^82728^L^152.74
QTE^P19700^Jan  1 1900 12:00AM^TETERBORO^85027^L^180.04
QTE^P19703^Jan  1 1900 12:00AM^TETERBORO^84436^L^1351.12
QTE^P19704^Jan  1 1900 12:00AM^TETERBORO^81401^L^4190.12
QTE^P19705^Jan  1 1900 12:00AM^TETERBORO^80061^L^452.44
QTE^P19706^Jan  1 1900 12:00AM^TETERBORO^84443^L^2667.84
QTE^P19708^Jan  1 1900 12:00AM^TETERBORO^85025^L^609.12
QTE^P19709^Jan  1 1900 12:00AM^TETERBORO^80061^L^4183.34
QTE^P19710^Jan  1 1900 12:00AM^TETERBORO^82105^L^720.10
QTE^P19711^Jan  1 1900 12:00AM^TETERBORO^80061^L^643.85
QTE^P19712^Jan  1 1900 12:00AM^TETERBORO^80061^L^637.19
QTE^P19713^Jan  1 1900 12:00AM^TETERBORO^85025^L^524.79
QTE^P19716^Jan  1 1900 12:00AM^TETERBORO^84443^L^650.08
QTE^P19717^Jan  1 1900 12:00AM^TETERBORO^87491^L^626.94
QTE^P19718^Jan  1 1900 12:00AM^TETERBORO^82465^L^314.27
QTE^P19719^Jan  1 1900 12:00AM^TETERBORO^82465^L^1083.34
QTE^P19721^Jan  1 1900 12:00AM^TETERBORO^85014^L^1281.50
QTE^P19722^Jan  1 1900 12:00AM^TETERBORO^80061^L^2322.58
QTE^P19723^Jan  1 1900 12:00AM^TETERBORO^80061^L^1765.26
QTE^P19724^Jan  1 1900 12:00AM^TETERBORO^80061^L^2027.72
QTE^P19725^Jan  1 1900 12:00AM^TETERBORO^86003^L^1005.07
QTE^P19726^Jan  1 1900 12:00AM^TETERBORO^84436^L^780.62
QTE^P19728^Jan  1 1900 12:00AM^TETERBORO^82306^L^2597.17
QTE^P19729^Jan  1 1900 12:00AM^TETERBORO^G0431^L^674.77
QTE^P19730^Jan  1 1900 12:00AM^TETERBORO^80074^L^622.82
QTE^P19731^Jan  1 1900 12:00AM^TETERBORO^84702^B^1537.60
QTE^P19733^Jan  1 1900 12:00AM^TETERBORO^81401^L^3920.48
QTE^P19735^Jan  1 1900 12:00AM^TETERBORO^84443^L^1054.41
QTE^P19736^Jan  1 1900 12:00AM^TETERBORO^84439^L^4012.22
QTE^P19737^Jan  1 1900 12:00AM^TETERBORO^82306^L^1320.02
QTE^P19738^Jan  1 1900 12:00AM^TETERBORO^80061^L^2232.01
QTE^P19739^Jan  1 1900 12:00AM^TETERBORO^82306^L^2730.44
QTE^P19741^Jan  1 1900 12:00AM^TETERBORO^86648^N^2139.68
QTE^P19744^Jan  1 1900 12:00AM^TETERBORO^82728^L^1183.34
QTE^P19745^Jan  1 1900 12:00AM^TETERBORO^81401^L^4013.55
QTE^P19746^Jan  1 1900 12:00AM^TETERBORO^82465^L^1253.23
QTE^P19747^Jan  1 1900 12:00AM^TETERBORO^83036^L^345.64
QTE^P19749^Jan  1 1900 12:00AM^TETERBORO^85025^L^169.80
QTE^P19751^Jan  1 1900 12:00AM^TETERBORO^83718^L^144.56
QTE^P19752^Jan  1 1900 12:00AM^TETERBORO^83718^L^527.54
QTE^P19753^Jan  1 1900 12:00AM^TETERBORO^82977^L^166.24
QTE^P19755^Jan  1 1900 12:00AM^TETERBORO^86003^L^955.80
QTE^P19756^Jan  1 1900 12:00AM^TETERBORO^86003^L^208.23
QTE^P19757^Jan  1 1900 12:00AM^TETERBORO^84443^L^1068.25
QTE^P19758^Jan  1 1900 12:00AM^TETERBORO^80061^L^1253.80
QTE^P19759^Jan  1 1900 12:00AM^TETERBORO^80061^L^1110.76
QTE^P19760^Jan  1 1900 12:00AM^TETERBORO^80061^L^648.40
QTE^P19761^Jan  1 1900 12:00AM^TETERBORO^81401^L^6126.79
QTE^P19762^Jan  1 1900 12:00AM^TETERBORO^80061^L^538.16
QTE^P19763^Jan  1 1900 12:00AM^TETERBORO^80061^L^576.90
QTE^P19768^Jan  1 1900 12:00AM^TETERBORO^86003^L^1337.44
QTE^P19769^Jan  1 1900 12:00AM^TETERBORO^83036^L^831.30
QTE^P19770^Jan  1 1900 12:00AM^TETERBORO^83036^L^974.34
QTE^P19774^Jan  1 1900 12:00AM^TETERBORO^85025^L^228.88
QTE^P19775^Jan  1 1900 12:00AM^TETERBORO^G0431^L^844.94
QTE^P19778^Jan  1 1900 12:00AM^TETERBORO^86001^N^1520.77
QTE^P19779^Jan  1 1900 12:00AM^TETERBORO^80061^L^696.48
QTE^P19780^Jan  1 1900 12:00AM^TETERBORO^G0431^L^674.77
QTE^P19781^Jan  1 1900 12:00AM^TETERBORO^80061^L^1641.15
QTE^P19782^Jan  1 1900 12:00AM^TETERBORO^80061^L^981.12
QTE^P19783^Jan  1 1900 12:00AM^TETERBORO^86003^L^141.88
QTE^P19785^Jan  1 1900 12:00AM^TETERBORO^85025^L^279.26
QTE^P19786^Jan  1 1900 12:00AM^TETERBORO^85025^L^290.39
QTE^P19788^Jan  1 1900 12:00AM^TETERBORO^80061^L^384.51
QTE^P19789^Jan  1 1900 12:00AM^TETERBORO^86003^L^1029.90
QTE^P19790^Jan  1 1900 12:00AM^TETERBORO^85025^L^5518.89
QTE^P19791^Jan  1 1900 12:00AM^TETERBORO^87491^L^4177.54
QTE^P19792^Jan  1 1900 12:00AM^TETERBORO^84436^L^1905.25
QTE^P19793^Jan  1 1900 12:00AM^TETERBORO^82728^L^1463.51
QTE^P19794^Jan  1 1900 12:00AM^TETERBORO^82105^L^1317.85
QTE^P19796^Jan  1 1900 12:00AM^TETERBORO^84439^L^758.36
QTE^P19797^Jan  1 1900 12:00AM^TETERBORO^82728^L^1903.13
QTE^P19798^Jan  1 1900 12:00AM^TETERBORO^80061^L^595.54
QTE^P19799^Jan  1 1900 12:00AM^TETERBORO^84439^L^1520.15
QTE^P19800^Jan  1 1900 12:00AM^TETERBORO^85025^L^2024.06
QTE^P19801^Jan  1 1900 12:00AM^TETERBORO^81401^L^2093.24
QTE^P19802^Jan  1 1900 12:00AM^TETERBORO^86003^L^314.59
QTE^P19804^Jan  1 1900 12:00AM^TETERBORO^87491^L^361.10
QTE^P19805^Jan  1 1900 12:00AM^TETERBORO^81401^L^3691.88
QTE^P19806^Jan  1 1900 12:00AM^TETERBORO^81401^L^7716.01
QTE^P19809^Jan  1 1900 12:00AM^TETERBORO^G0434^L^1221.36
QTE^P19810^Jan  1 1900 12:00AM^TETERBORO^84702^B^738.21
QTE^P19811^Jan  1 1900 12:00AM^TETERBORO^80061^L^2151.04
QTE^P19812^Jan  1 1900 12:00AM^TETERBORO^80061^L^2011.47
QTE^P19813^Jan  1 1900 12:00AM^TETERBORO^82977^L^618.80
QTE^P19814^Jan  1 1900 12:00AM^TETERBORO^83540^L^144.44
QTE^P19815^Jan  1 1900 12:00AM^TETERBORO^81401^L^4228.36
QTE^P19816^Jan  1 1900 12:00AM^TETERBORO^84439^L^775.53
QTE^P19817^Jan  1 1900 12:00AM^TETERBORO^82306^L^912.03
QTE^P19818^Jan  1 1900 12:00AM^TETERBORO^82465^L^1855.88
QTE^P19819^Jan  1 1900 12:00AM^TETERBORO^87491^L^429.64
QTE^P19820^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P19821^Jan  1 1900 12:00AM^TETERBORO^82977^L^86.13
QTE^P19823^Jan  1 1900 12:00AM^TETERBORO^82306^L^1689.59
QTE^P19824^Jan  1 1900 12:00AM^TETERBORO^80061^L^2658.96
QTE^P19825^Jan  1 1900 12:00AM^TETERBORO^84702^B^1261.01
QTE^P19826^Jan  1 1900 12:00AM^TETERBORO^84439^L^2053.72
QTE^P19827^Jan  1 1900 12:00AM^TETERBORO^84439^L^1075.63
QTE^P19828^Jan  1 1900 12:00AM^TETERBORO^82306^L^1059.04
QTE^P19829^Jan  1 1900 12:00AM^TETERBORO^82306^L^624.28
QTE^P19830^Jan  1 1900 12:00AM^TETERBORO^82947^L^958.64
QTE^P19832^Jan  1 1900 12:00AM^TETERBORO^85025^L^300.72
QTE^P19833^Jan  1 1900 12:00AM^TETERBORO^83036^L^2091.36
QTE^P19834^Jan  1 1900 12:00AM^TETERBORO^80061^L^1076.50
QTE^P19835^Jan  1 1900 12:00AM^TETERBORO^85025^L^317.89
QTE^P19836^Jan  1 1900 12:00AM^TETERBORO^82105^L^823.61
QTE^P19839^Jan  1 1900 12:00AM^TETERBORO^80074^L^616.76
QTE^P19840^Jan  1 1900 12:00AM^TETERBORO^83036^L^556.69
QTE^P19841^Jan  1 1900 12:00AM^TETERBORO^85025^L^635.50
QTE^P19842^Jan  1 1900 12:00AM^TETERBORO^82306^L^1026.60
QTE^P19843^Jan  1 1900 12:00AM^TETERBORO^82947^L^1370.78
QTE^P19844^Jan  1 1900 12:00AM^TETERBORO^85025^L^385.41
QTE^P19845^Jan  1 1900 12:00AM^TETERBORO^G0431^L^680.66
QTE^P19847^Jan  1 1900 12:00AM^TETERBORO^82465^L^956.09
QTE^P19849^Jan  1 1900 12:00AM^TETERBORO^82306^L^328.60
QTE^P19850^Jan  1 1900 12:00AM^TETERBORO^87491^L^793.33
QTE^P19851^Jan  1 1900 12:00AM^TETERBORO^87491^L^1185.14
QTE^P19852^Jan  1 1900 12:00AM^TETERBORO^87491^L^1185.14
QTE^P19854^Jan  1 1900 12:00AM^TETERBORO^87491^L^1237.38
QTE^P19855^Jan  1 1900 12:00AM^TETERBORO^80061^L^549.17
QTE^P19856^Jan  1 1900 12:00AM^TETERBORO^80061^L^917.12
QTE^P19859^Jan  1 1900 12:00AM^TETERBORO^85025^L^975.42
QTE^P19860^Jan  1 1900 12:00AM^TETERBORO^82465^L^1037.12
QTE^P19863^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1523.79
QTE^P19864^Jan  1 1900 12:00AM^TETERBORO^85025^L^395.88
QTE^P19865^Jan  1 1900 12:00AM^TETERBORO^84439^L^2112.09
QTE^P19866^Jan  1 1900 12:00AM^TETERBORO^80061^L^1146.51
QTE^P19867^Jan  1 1900 12:00AM^TETERBORO^84443^L^883.13
QTE^P19869^Jan  1 1900 12:00AM^TETERBORO^81406^L^2798.64
QTE^P19871^Jan  1 1900 12:00AM^TETERBORO^80074^L^856.96
QTE^P19872^Jan  1 1900 12:00AM^TETERBORO^80074^L^614.89
QTE^P19873^Jan  1 1900 12:00AM^TETERBORO^80061^L^670.35
QTE^P19874^Jan  1 1900 12:00AM^TETERBORO^82105^L^1437.28
QTE^P19875^Jan  1 1900 12:00AM^TETERBORO^80074^L^1364.94
QTE^P19876^Jan  1 1900 12:00AM^TETERBORO^83036^L^1354.26
QTE^P19877^Jan  1 1900 12:00AM^TETERBORO^84443^L^2408.90
QTE^P19880^Jan  1 1900 12:00AM^TETERBORO^84436^L^666.32
QTE^P19881^Jan  1 1900 12:00AM^TETERBORO^87491^L^755.78
QTE^P19882^Jan  1 1900 12:00AM^TETERBORO^80061^L^1645.17
QTE^P19884^Jan  1 1900 12:00AM^TETERBORO^82306^L^594.21
QTE^P19885^Jan  1 1900 12:00AM^TETERBORO^82947^L^990.60
QTE^P19886^Jan  1 1900 12:00AM^TETERBORO^82306^L^3521.54
QTE^P19889^Jan  1 1900 12:00AM^TETERBORO^80061^L^902.61
QTE^P19893^Jan  1 1900 12:00AM^TETERBORO^82947^L^2053.33
QTE^P19895^Jan  1 1900 12:00AM^TETERBORO^81401^L^3500.91
QTE^P19896^Jan  1 1900 12:00AM^TETERBORO^84439^L^817.26
QTE^P19898^Jan  1 1900 12:00AM^TETERBORO^84443^L^2819.38
QTE^P19899^Jan  1 1900 12:00AM^TETERBORO^86003^L^240.82
QTE^P19900^Jan  1 1900 12:00AM^TETERBORO^81401^L^3944.05
QTE^P19901^Jan  1 1900 12:00AM^TETERBORO^82947^L^2625.41
QTE^P19902^Jan  1 1900 12:00AM^TETERBORO^81401^L^8931.26
QTE^P19903^Jan  1 1900 12:00AM^TETERBORO^82947^L^2073.58
QTE^P19905^Jan  1 1900 12:00AM^TETERBORO^84439^L^1606.83
QTE^P19906^Jan  1 1900 12:00AM^TETERBORO^84702^B^2159.16
QTE^P19907^Jan  1 1900 12:00AM^TETERBORO^82947^L^2139.32
QTE^P19909^Jan  1 1900 12:00AM^TETERBORO^82306^L^670.92
QTE^P19910^Jan  1 1900 12:00AM^TETERBORO^85025^L^529.21
QTE^P19911^Jan  1 1900 12:00AM^TETERBORO^84436^L^391.93
QTE^P19912^Jan  1 1900 12:00AM^TETERBORO^82465^L^1334.60
QTE^P19914^Jan  1 1900 12:00AM^TETERBORO^86003^L^967.38
QTE^P19915^Jan  1 1900 12:00AM^TETERBORO^86003^L^963.29
QTE^P19916^Jan  1 1900 12:00AM^TETERBORO^82465^L^938.80
QTE^P19917^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1118.58
QTE^P19919^Jan  1 1900 12:00AM^TETERBORO^80061^L^1021.31
QTE^P19920^Jan  1 1900 12:00AM^TETERBORO^82728^L^285.67
QTE^P19924^Jan  1 1900 12:00AM^TETERBORO^82306^L^419.39
QTE^P19925^Jan  1 1900 12:00AM^TETERBORO^81401^L^1542.81
QTE^P19927^Jan  1 1900 12:00AM^TETERBORO^87491^L^427.87
QTE^P19928^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P19929^Jan  1 1900 12:00AM^TETERBORO^80061^L^882.81
QTE^P19930^Jan  1 1900 12:00AM^TETERBORO^80061^L^1025.86
QTE^P19932^Jan  1 1900 12:00AM^TETERBORO^87491^L^556.76
QTE^P19933^Jan  1 1900 12:00AM^TETERBORO^84439^L^962.73
QTE^P19934^Jan  1 1900 12:00AM^TETERBORO^80061^L^1059.44
QTE^P19935^Jan  1 1900 12:00AM^TETERBORO^80061^L^1202.48
QTE^P19936^Jan  1 1900 12:00AM^TETERBORO^84443^L^365.78
QTE^P19937^Jan  1 1900 12:00AM^TETERBORO^87491^L^435.73
QTE^P19939^Jan  1 1900 12:00AM^TETERBORO^85025^L^408.82
QTE^P19940^Jan  1 1900 12:00AM^TETERBORO^85025^L^279.57
QTE^P19941^Jan  1 1900 12:00AM^TETERBORO^83036^L^279.40
QTE^P19942^Jan  1 1900 12:00AM^TETERBORO^84443^L^381.69
QTE^P19944^Jan  1 1900 12:00AM^TETERBORO^84443^L^237.90
QTE^P19945^Jan  1 1900 12:00AM^TETERBORO^82465^L^521.13
QTE^P19946^Jan  1 1900 12:00AM^TETERBORO^80061^L^681.34
QTE^P19947^Jan  1 1900 12:00AM^TETERBORO^80061^L^1011.77
QTE^P19948^Jan  1 1900 12:00AM^TETERBORO^80074^L^1983.31
QTE^P19949^Jan  1 1900 12:00AM^TETERBORO^83036^L^2616.97
QTE^P19950^Jan  1 1900 12:00AM^TETERBORO^82306^L^687.84
QTE^P19952^Jan  1 1900 12:00AM^TETERBORO^80061^L^1342.32
QTE^P19953^Jan  1 1900 12:00AM^TETERBORO^86141^L^1083.58
QTE^P19954^Jan  1 1900 12:00AM^TETERBORO^84439^L^194.22
QTE^P19955^Jan  1 1900 12:00AM^TETERBORO^86341^N^2513.16
QTE^P19956^Jan  1 1900 12:00AM^TETERBORO^85025^L^795.69
QTE^P19958^Jan  1 1900 12:00AM^TETERBORO^84443^L^1212.18
QTE^P19960^Jan  1 1900 12:00AM^TETERBORO^80061^L^2986.78
QTE^P19961^Jan  1 1900 12:00AM^TETERBORO^80061^L^3129.82
QTE^P19962^Jan  1 1900 12:00AM^TETERBORO^85025^L^114.95
QTE^P19963^Jan  1 1900 12:00AM^TETERBORO^82306^L^493.92
QTE^P19964^Jan  1 1900 12:00AM^TETERBORO^84702^B^1014.50
QTE^P19967^Jan  1 1900 12:00AM^TETERBORO^81401^L^2092.37
QTE^P19969^Jan  1 1900 12:00AM^TETERBORO^82977^L^92.82
QTE^P19970^Jan  1 1900 12:00AM^TETERBORO^81401^L^1627.34
QTE^P19971^Jan  1 1900 12:00AM^TETERBORO^83036^L^1711.26
QTE^P19972^Jan  1 1900 12:00AM^TETERBORO^82306^L^2100.57
QTE^P19973^Jan  1 1900 12:00AM^TETERBORO^83036^L^1212.42
QTE^P19974^Jan  1 1900 12:00AM^TETERBORO^85025^L^333.74
QTE^P19975^Jan  1 1900 12:00AM^TETERBORO^80061^L^824.38
QTE^P19976^Jan  1 1900 12:00AM^TETERBORO^84443^L^190.31
QTE^P19977^Jan  1 1900 12:00AM^TETERBORO^84436^L^2484.53
QTE^P19978^Jan  1 1900 12:00AM^TETERBORO^85025^L^1970.53
QTE^P19979^Jan  1 1900 12:00AM^TETERBORO^86341^N^497.29
QTE^P19980^Jan  1 1900 12:00AM^TETERBORO^82977^L^896.21
QTE^P19984^Jan  1 1900 12:00AM^TETERBORO^80061^L^2087.16
QTE^P19985^Jan  1 1900 12:00AM^TETERBORO^82947^L^309.00
QTE^P19988^Jan  1 1900 12:00AM^TETERBORO^82728^L^255.61
QTE^P19989^Jan  1 1900 12:00AM^TETERBORO^85025^L^1144.86
QTE^P19990^Jan  1 1900 12:00AM^TETERBORO^85025^L^76.87
QTE^P19991^Jan  1 1900 12:00AM^TETERBORO^84443^L^1296.65
QTE^P19992^Jan  1 1900 12:00AM^TETERBORO^82947^L^1099.56
QTE^P19993^Jan  1 1900 12:00AM^TETERBORO^G0431^L^601.73
QTE^P19995^Jan  1 1900 12:00AM^TETERBORO^80061^L^496.07
QTE^P19996^Jan  1 1900 12:00AM^TETERBORO^84153^L^775.59
QTE^P19997^Jan  1 1900 12:00AM^TETERBORO^86003^L^345.04
QTE^P2000^Jan  1 1900 12:00AM^TETERBORO^80061^L^222.54
QTE^P20002^Jan  1 1900 12:00AM^TETERBORO^82378^L^357.73
QTE^P20003^Jan  1 1900 12:00AM^TETERBORO^82465^L^124.38
QTE^P20008^Jan  1 1900 12:00AM^TETERBORO^80061^L^960.22
QTE^P20009^Jan  1 1900 12:00AM^TETERBORO^82105^L^656.93
QTE^P2001^Jan  1 1900 12:00AM^TETERBORO^80061^L^266.07
QTE^P2002^Jan  1 1900 12:00AM^TETERBORO^80061^L^351.16
QTE^P2003^Jan  1 1900 12:00AM^TETERBORO^80061^L^535.25
QTE^P2005^Jan  1 1900 12:00AM^TETERBORO^80061^L^166.57
QTE^P2006^Jan  1 1900 12:00AM^TETERBORO^80061^L^243.41
QTE^P2007^Jan  1 1900 12:00AM^TETERBORO^80061^L^174.14
QTE^P2009^Jan  1 1900 12:00AM^TETERBORO^82465^L^195.50
QTE^P2010^Jan  1 1900 12:00AM^TETERBORO^80061^L^291.00
QTE^P2011^Jan  1 1900 12:00AM^TETERBORO^80061^L^251.27
QTE^P2013^Jan  1 1900 12:00AM^TETERBORO^80061^L^300.90
QTE^P2015^Jan  1 1900 12:00AM^TETERBORO^80061^L^307.12
QTE^P2016^Jan  1 1900 12:00AM^TETERBORO^80061^L^406.63
QTE^P2018^Jan  1 1900 12:00AM^TETERBORO^80061^L^272.29
QTE^P2019^Jan  1 1900 12:00AM^TETERBORO^80061^L^485.49
